concurso,data_sorteio,bola1,bola2,bola3,bola4,bola5,bola6,bola7,bola8,bola9,bola10,bola11,bola12,bola13,bola14,bola15,arrecadacao_total,ganhadores_15_numeros,ganhadores_14_numeros,ganhadores_13_numeros,ganhadores_12_numeros,ganhadores_11_numeros,valor_rateio_15_numeros,valor_rateio_14_numeros,valor_rateio_13_numeros,valor_rateio_12_numeros,valor_rateio_11_numeros,acumulado_15_numeros,estimativa_premio,valor_acumulado_especial
1422,10/10/2016,11,16,14,15,7,19,22,5,13,17,23,10,4,24,1,21529472,3,441,15035,177266,944591,"581744,73","1739,53",20,8,4,0,1700000,"5878391,94"
1423,14/10/2016,2,7,19,8,1,13,12,11,4,22,15,23,16,5,14,28974856,1,441,16270,223775,1235621,"2503550,17","1746,76",20,8,4,0,1700000,"6456134,29"
1424,17/10/2016,11,2,20,13,18,25,4,17,5,23,21,10,8,6,9,20788212,8,1253,26506,233466,1021794,"143695,63","403,27",20,8,4,0,1700000,"6721418,55"
1425,19/10/2016,16,9,3,11,4,13,5,14,12,21,1,19,20,8,25,21377800,0,328,11280,154433,891211,0,"1810,27",20,8,4,"1929752,74",4500000,"7166746,1"
1426,21/10/2016,10,2,14,16,4,3,18,23,8,12,22,7,15,25,24,30036474,11,1037,28478,294329,1377035,"365219,34","884,91",20,8,4,0,1700000,"7648513,81"
1427,24/10/2016,18,17,15,1,14,16,20,2,25,12,11,22,10,19,7,20990690,2,194,9485,132255,829941,"1030986,64","3270,38",20,8,4,0,1700000,"8124353,81"
1428,26/10/2016,22,13,17,2,6,9,5,18,3,8,21,20,4,25,19,20884466,0,297,11583,169506,904542,0,"1813,59",20,8,4,"1750562,48",4000000,"8528329,77"
1429,28/10/2016,15,19,25,20,14,13,16,18,8,9,7,10,5,12,21,28135946,3,572,19724,245731,1296262,"1288976,27","1626,34",20,8,4,0,1700000,"9016722,01"
1430,31/10/2016,1,20,4,16,23,8,21,7,22,13,5,25,3,9,15,21489176,2,385,14778,186966,1025736,"778316,52","1777,23",20,8,4,0,1700000,"9375945,02"
1431,04/11/2016,16,14,9,8,19,20,10,23,12,2,1,15,25,7,17,29233174,1,469,17725,224459,1227154,"2554180,29","1675,7",20,8,4,0,1700000,"9965371,25"
1432,07/11/2016,25,17,4,24,18,11,23,12,3,1,16,5,20,21,10,22577460,5,331,11035,160425,949655,"408084,66","1896,75",20,8,4,0,1700000,"10436238,17"
1433,09/11/2016,16,14,23,9,22,6,20,12,15,25,3,7,10,24,18,22462088,3,505,18120,203594,990252,"574057,4",1499,20,8,4,0,1700000,"10833662,53"
1434,11/11/2016,4,13,6,3,5,9,7,22,18,24,23,10,12,19,15,23176558,4,668,20015,223402,1119694,"384540,92","1012,14",20,8,4,0,1700000,"11188623,38"
1435,14/11/2016,4,17,5,20,1,10,6,16,2,19,23,3,9,21,12,21789958,0,239,10060,150104,855059,0,"2708,34",20,8,4,"2103702,67",3500000,"11674093,23"
1436,16/11/2016,5,6,19,3,23,24,2,1,8,18,11,22,12,17,15,23447630,1,404,14803,178046,962902,"4193218,85","1591,41",20,8,4,0,1700000,"12156289,28"
1437,18/11/2016,7,9,19,4,6,25,2,8,11,23,14,5,20,13,17,22749904,3,840,22165,223860,1071078,"507086,59","796,05",20,8,4,0,1700000,"12507349,23"
1438,21/11/2016,1,10,8,21,4,24,11,17,15,14,7,9,20,12,22,21613060,0,337,14018,166183,879250,0,"1762,37",20,8,4,"1930238,45",4700000,"12952788,88"
1439,23/11/2016,14,12,11,5,3,15,16,2,22,24,17,19,1,18,13,28929860,5,369,15188,184161,1158942,"943702,11","2325,01",20,8,4,0,1700000,"13596236,3"
1440,25/11/2016,12,3,20,22,17,18,8,10,21,25,14,2,13,24,16,22037558,1,410,15562,183211,957678,"1795194,85","1347,24",20,8,4,0,1700000,"14010512,04"
1441,28/11/2016,22,9,1,16,6,5,4,11,19,10,25,13,23,3,7,20728746,2,682,20382,209250,991858,"668097,1","861,19",20,8,4,0,1700000,"14318864,55"
1442,30/11/2016,1,12,15,16,20,11,9,21,3,2,19,13,7,17,4,20547162,2,318,12537,165425,896706,"852233,93","1649,22",20,8,4,0,1700000,"14712203,29"
1443,02/12/2016,16,10,7,2,17,1,8,14,11,5,24,9,12,15,3,23320458,2,378,13835,200595,973818,"985648,09","1604,64",20,8,4,0,1700000,"15167117,8"
1444,05/12/2016,24,18,6,10,2,17,4,9,11,20,5,21,14,1,15,22518940,3,435,14685,171577,907008,"677563,37","1437,8",20,8,4,0,1700000,"15636200,14"
1445,07/12/2016,8,6,15,20,13,4,5,1,18,25,23,16,17,10,22,22693282,3,709,24490,239746,1026831,"503879,56","937,17",20,8,4,0,1700000,"15985039,84"
1446,09/12/2016,13,22,17,4,21,25,23,20,12,24,1,16,8,7,6,22723700,0,315,10994,149113,869786,0,"2203,84",20,8,4,"2256177,93",5200000,"16505696,29"
1447,12/12/2016,25,5,13,17,4,21,19,3,24,12,22,8,11,1,18,29391700,5,604,19821,245596,1323641,"914001,43","1683,88",20,8,4,0,1700000,"17039656,88"
1448,14/12/2016,23,24,5,21,1,19,4,18,6,13,8,3,22,12,16,22174236,2,433,15901,199502,976377,"862868,4","1751,88",20,8,4,0,1700000,"17437903,84"
1449,16/12/2016,23,7,6,20,4,9,16,8,3,22,11,15,5,1,24,22887886,4,428,11622,152640,881720,"562072,22","1616,31",20,8,4,0,1700000,"17956739,74"
1450,19/12/2016,13,16,20,5,14,17,8,24,2,19,4,22,1,10,9,22087746,1,376,13762,163988,902248,"1992328,2","1630,38",20,8,4,0,1700000,"18416507,8"
1451,21/12/2016,5,24,3,12,13,14,20,23,25,19,10,21,1,15,2,22333244,2,350,15053,206333,1043488,"808904,67","1422,25",20,8,4,0,1700000,"18789848,42"
1452,23/12/2016,8,25,17,2,10,11,7,14,20,24,13,21,5,15,23,22872336,8,1021,25464,241290,1136397,"166632,69","573,9",20,8,4,0,1700000,"19097478,01"
1453,26/12/2016,2,8,13,15,1,24,19,25,5,23,16,14,21,9,10,19718078,5,462,14502,171217,904123,"297695,33","1416,18",20,8,4,0,1700000,"19440972,63"
1454,28/12/2016,10,22,1,25,3,18,21,19,13,14,12,4,23,20,7,21250182,1,422,15263,183501,984525,"1592697,16","1658,97",20,8,4,0,1700000,"19808518,13"
1455,30/12/2016,15,23,20,2,17,21,16,14,7,5,19,18,22,8,25,22376014,4,280,10990,150147,938591,"514662,04","2262,25",20,8,4,0,1700000,"20283590,79"
1456,02/01/2017,8,13,20,6,25,19,15,12,1,7,2,14,24,9,21,18410196,2,338,10449,124986,732159,"874324,31","1591,85",20,8,4,0,1700000,"20687125,09"
1457,04/01/2017,14,23,8,15,4,2,9,1,18,10,3,13,7,24,11,21365048,1,376,14583,214624,986330,"1504968,43","1759,37",20,8,4,0,1700000,"21034425,5"
1458,06/01/2017,20,11,17,18,7,3,1,22,24,19,9,5,2,23,14,23487330,5,465,17307,204837,1070579,"356213,76","1683,62",20,8,4,0,1700000,"21445441,39"
1459,09/01/2017,12,6,14,16,25,1,18,13,24,4,19,9,17,10,20,21430962,2,250,11377,143543,852116,"1025074,08","2523,26",20,8,4,0,1700000,"21918552,51"
1460,11/01/2017,17,16,11,7,18,14,20,3,21,1,19,5,15,24,25,21624660,1,284,12260,173748,1012009,"1679366,25","1819,47",20,8,4,0,1700000,"22306098,57"
1461,13/01/2017,9,10,21,24,5,4,17,2,19,18,25,15,6,23,11,23227830,3,477,16714,198211,1006791,"625164,78","1728,28",20,8,4,0,1700000,"22738904,96"
1462,16/01/2017,9,14,17,12,1,21,3,7,20,4,16,5,25,13,24,21215434,7,539,17085,194056,991886,"216778,01","1237,49",20,8,4,0,1700000,"23089084,83"
1463,18/01/2017,23,7,11,20,10,4,22,15,6,17,19,13,3,24,14,21086840,8,627,16771,180964,927889,"207383,64","1163,09",20,8,4,0,1700000,"23471946,94"
1464,20/01/2017,23,11,9,12,16,17,24,13,4,15,14,18,10,1,22,21305756,1,292,10246,141550,866787,"2016298,04","2124,66",20,8,4,0,1700000,"23937246,49"
1465,23/01/2017,24,12,19,10,8,16,23,9,22,21,5,7,20,14,2,21295222,2,336,13305,170497,931139,"881947,85","1615,29",20,8,4,0,1700000,"24344299,35"
1466,25/01/2017,10,12,3,6,14,11,24,2,21,23,19,20,25,22,4,20123606,1,389,14765,154813,833086,"1755067,27","1388,23",20,8,4,0,1700000,"24749314,88"
1467,27/01/2017,9,10,25,20,19,22,12,21,6,4,1,5,24,11,23,21606380,8,597,15334,177859,880104,"234111,3","1378,97",20,8,4,0,1700000,"25181520,35"
1468,30/01/2017,20,19,5,13,12,3,23,8,24,21,18,14,6,11,2,21298260,4,483,17745,193273,992421,"382413,26","1392,08",20,8,4,0,1700000,"25534517,22"
1469,01/02/2017,5,16,6,3,8,11,7,9,2,13,20,19,18,1,17,21939102,2,861,15983,147795,887046,"1014704,42","1036,06",20,8,4,0,1700000,"26002842,33"
1470,03/02/2017,14,21,23,3,12,18,24,7,22,15,20,13,11,8,2,23337248,2,421,14548,201070,1103786,"864924,39","1806,11",20,8,4,0,1700000,"26402038,21"
1471,06/02/2017,8,18,13,4,10,7,15,6,22,11,2,21,20,1,24,21654546,2,815,19590,186146,915251,"874764,39","943,58",20,8,4,0,1700000,"26805775,63"
1472,08/02/2017,14,18,8,10,4,24,22,13,7,12,2,5,23,3,21,21680734,2,437,17431,229795,1079571,"658198,11","1324,1",20,8,4,0,1700000,"27109559,38"
1473,10/02/2017,20,4,8,7,12,14,25,22,23,16,5,10,1,9,24,22407144,1,345,14712,184903,992938,"1805494,62","1610,25",20,8,4,0,1700000,27526212
1474,13/02/2017,8,20,7,1,18,15,14,2,13,19,21,5,10,11,25,21757610,5,656,21301,211687,1090171,"268592,66","899,86",20,8,4,0,1700000,"27836126,61"
1475,15/02/2017,24,15,18,13,2,20,3,1,21,9,6,10,25,12,5,21627130,5,724,19115,205439,1044763,"288501,08","875,78",20,8,4,0,1700000,"28169012,48"
1476,17/02/2017,4,14,19,9,10,13,16,7,25,21,2,6,12,5,22,22087748,4,536,16954,181798,933603,"460346,72","1510,07",20,8,4,0,1700000,"28593947,93"
1477,20/02/2017,21,23,7,4,5,2,10,3,1,12,22,15,17,6,18,20683238,3,298,9758,132157,810745,"678046,94","2100,3",20,8,4,0,1700000,"29063365,05"
1478,22/02/2017,6,21,12,15,25,19,7,10,17,11,2,24,16,5,18,20974980,3,386,11341,146383,823821,"667232,51","1595,61",20,8,4,0,1700000,"29525295,25"
1479,24/02/2017,13,15,18,22,3,9,17,5,23,6,14,20,16,2,11,21282000,2,430,14660,177463,905994,"884682,47","1808,7",20,8,4,0,1500000,"29933610,24"
1480,01/03/2017,6,25,16,10,12,22,11,20,1,7,13,21,17,15,19,18656990,0,285,12290,135180,794419,0,"1759,95",20,8,4,"1630153,62",4500000,"30309799,54"
1481,03/03/2017,25,11,23,7,2,20,18,8,9,3,24,21,17,19,5,28981614,3,502,23821,288152,1416041,"1167875,31","1640,44",20,8,4,0,1700000,"30742139,31"
1482,06/03/2017,12,23,7,2,9,8,11,24,1,4,15,10,19,5,14,21935806,2,321,13539,207626,973255,"838156,95","1606,82",20,8,4,0,1700000,"31128980,99"
1483,08/03/2017,6,3,20,5,17,21,9,15,14,13,11,7,23,4,22,21689440,2,431,16004,205330,999270,"783149,76","1597,4",20,8,4,0,1700000,"31490434,72"
1484,10/03/2017,17,2,6,18,22,7,21,19,3,25,4,1,9,12,10,22190950,2,319,11500,157103,880857,"1048630,65","2022,92",20,8,4,0,1700000,"31974418,1"
1485,13/03/2017,5,24,17,1,11,2,15,23,13,18,3,25,9,19,8,21895830,4,944,35996,280169,1158028,"215931,75","402,18",20,8,4,0,1700000,"32173739,72"
1486,15/03/2017,22,9,8,18,14,12,2,21,25,4,5,10,23,20,19,21478510,1,498,17495,204214,1023723,"1470685,52","1298,1",20,8,4,0,1700000,"32513128,69"
1487,17/03/2017,21,15,3,19,25,5,22,6,4,12,1,2,11,10,16,22417688,3,351,13869,157649,910359,"688247,98","1809,99",20,8,4,0,1700000,"32989608,07"
1488,20/03/2017,19,23,21,11,25,24,10,6,20,5,12,1,4,13,16,21522014,4,600,19921,190961,999588,"387339,06","1135,05",20,8,4,0,1700000,"33347151,82"
1489,22/03/2017,25,12,14,22,20,19,2,7,9,15,23,4,8,10,13,21515560,3,434,16858,207756,1039838,"480522,59","1460,03",20,8,4,0,1700000,"33679821,31"
1490,24/03/2017,5,22,19,4,20,15,11,9,18,7,3,1,14,8,13,21899086,2,486,16503,198499,1062665,"756297,48","1368,05",20,8,4,0,1700000,"34028881,7"
1491,27/03/2017,20,14,2,13,23,9,19,11,5,7,25,6,24,4,22,21145518,1,560,19310,201204,1016203,"1413132,73","1109,2",20,8,4,0,1700000,"34354989,25"
1492,29/03/2017,15,3,5,25,8,4,19,18,12,10,16,24,7,17,2,20690990,2,296,12094,164409,885723,"880277,49","1830,1",20,8,4,0,1700000,"34761271,18"
1493,31/03/2017,10,19,14,24,25,21,2,13,20,11,16,23,5,15,8,21953390,9,853,23807,222932,1104948,"143438,7","665,24",20,8,4,0,1700000,"35059182,32"
1494,03/04/2017,2,9,13,11,3,20,19,4,25,15,10,22,12,17,1,21877412,3,457,16571,203250,1048683,"505284,94",1458,20,8,4,0,1700000,"35408994,98"
1495,05/04/2017,13,23,24,5,3,22,10,2,18,4,14,25,8,1,12,21985282,3,730,21649,223757,1078738,"453858,54","819,85",20,8,4,0,1700000,"35723204,75"
1496,07/04/2017,7,13,9,25,23,17,3,10,2,19,6,20,15,11,12,23117076,1,594,23440,258735,1182885,"1251644,24","926,21",20,8,4,0,1700000,"36012045,73"
1497,10/04/2017,22,5,12,7,11,2,19,14,13,18,23,17,1,15,16,20049010,1,220,10018,129742,818464,"1901422,2","2659,33",20,8,4,0,1700000,"36450835,47"
1498,12/04/2017,16,25,14,17,7,23,10,5,15,18,11,4,21,8,24,21352872,1,410,13857,171697,911301,"1801980,5","1352,33",20,8,4,0,1700000,"36866677,13"
1499,15/04/2017,15,23,12,2,4,5,3,14,13,24,18,8,7,1,19,15955774,2,504,14231,169365,820044,"454316,92","792,45",20,8,4,0,1000000,"37076361,87"
1500,17/04/2017,3,13,2,22,7,15,20,5,10,1,17,11,18,12,19,16306198,3,394,13924,177400,822864,"315388,37","1055,57",20,8,4,0,1700000,"37294707,67"
1501,19/04/2017,10,1,8,6,13,25,9,21,22,7,11,17,16,24,18,20686976,2,231,8984,121404,756632,"1089774,04","2903,16",20,8,4,0,1700000,"37797680,31"
1502,22/04/2017,4,18,22,3,17,13,15,11,24,2,12,5,20,7,1,17341230,0,454,19681,165975,841016,0,"1071,28",20,8,4,"1106475,68",3500000,"38053020,86"
1503,24/04/2017,22,12,7,3,16,17,2,21,20,25,18,23,15,1,24,20715154,0,290,10408,136832,840625,0,"2082,89",20,8,4,"3069597,98",5800000,"38506049,09"
1504,26/04/2017,11,25,24,21,18,19,23,7,8,17,1,12,14,5,4,31453864,2,828,26035,283795,1426452,"2703729,54","1241,1",20,8,4,0,1700000,"39045555,5"
1505,28/04/2017,7,25,16,2,24,19,20,11,3,1,6,14,22,18,17,19707732,1,196,7625,114617,700630,"2125397,96","3336,58",20,8,4,0,2000000,"39536031,97"
1506,03/05/2017,3,13,5,8,22,10,19,9,14,17,24,4,21,18,20,27740612,2,633,19727,240630,1227715,"1090843,42","1514,98",20,8,4,0,1700000,"40039498,17"
1507,05/05/2017,5,14,10,11,17,4,19,13,24,3,1,8,23,2,21,23451338,6,791,22225,234971,1192800,"232847,67","776,36",20,8,4,0,1700000,"40361902,63"
1508,08/05/2017,7,23,3,22,14,9,24,11,19,10,8,17,1,21,12,21144002,2,458,16743,190658,983957,"766634,29","1471,53",20,8,4,0,1700000,"40715733,84"
1509,10/05/2017,22,2,24,3,17,14,15,19,7,8,6,13,1,18,9,22198490,5,724,18443,204140,991548,"332578,98","1009,58",20,8,4,0,1700000,"41099478,82"
1510,12/05/2017,15,3,7,11,13,12,18,24,10,4,8,9,22,1,19,22715058,4,586,21595,235256,1184036,"318127,19","954,51",20,8,4,0,1700000,"41393134,7"
1511,15/05/2017,23,9,12,11,24,2,8,21,20,10,5,4,19,15,13,21593548,5,660,19451,216373,1060479,"272884,25","908,7",20,8,4,0,1700000,"41708001,14"
1512,17/05/2017,3,21,22,16,17,15,13,12,19,2,6,4,24,10,11,21699290,1,447,13578,159040,862389,"2007937,94","1382,16",20,8,4,0,1700000,"42171371,44"
1513,19/05/2017,18,6,16,24,4,9,11,22,10,3,13,12,21,14,7,21302388,1,351,12949,155263,872250,"1931178,44","1692,91",20,8,4,0,1700000,"42617028,02"
1514,22/05/2017,11,21,20,8,19,16,3,4,24,5,13,15,12,17,7,20698336,2,421,12339,157467,922916,858676,"1793,06",20,8,4,0,1700000,"43013340,03"
1515,24/05/2017,3,1,19,12,9,5,13,11,17,20,16,23,8,18,2,20445844,5,332,12453,160295,908667,"336430,51",1559,20,8,4,0,1700000,"43401529,08"
1516,26/05/2017,18,11,24,14,12,1,16,2,23,19,10,22,7,20,6,21031948,3,300,11390,149439,809054,"676080,02","2080,25",20,8,4,0,1700000,"43869584,48"
1517,29/05/2017,25,3,18,23,5,12,11,2,8,21,15,24,10,14,20,20083738,4,693,22740,216554,1021799,"276609,09","701,79",20,8,4,0,1700000,"44124915,95"
1518,31/05/2017,12,2,7,3,11,20,24,4,14,17,25,16,5,22,8,20335188,4,381,12852,157866,854588,"440990,32","1424,56",20,8,4,0,1700000,"44531983,95"
1519,02/06/2017,23,18,24,21,17,22,1,16,6,20,13,8,4,14,25,22192178,4,331,12122,151372,877555,"529678,45","1969,52",20,8,4,0,1700000,"45020917,9"
1520,05/06/2017,16,13,12,4,19,8,14,25,2,9,17,1,24,18,10,20956558,6,497,17287,173513,902896,"283547,62","1504,66",20,8,4,0,1700000,"45413522,3"
1521,07/06/2017,4,19,14,23,8,20,12,24,5,17,3,2,7,1,15,21700650,4,530,18994,201761,1064105,"359073,26","1191,2",20,8,4,0,1700000,"45744974,54"
1522,09/06/2017,19,13,9,11,16,21,8,23,18,1,10,14,24,20,15,22627826,2,346,12938,175923,1016775,"927234,52","1649,15",20,8,4,0,1700000,"46172928,93"
1523,12/06/2017,19,9,3,5,6,21,13,7,23,16,25,14,10,12,18,21017854,8,903,21770,202653,959572,"182920,06","712,33",20,8,4,0,1700000,"46510627,5"
1524,14/06/2017,20,8,9,5,13,3,6,22,23,24,7,1,25,14,10,21363994,1,246,10070,152728,919742,"1892320,43","2366,88",20,8,4,0,1700000,"46947316,84"
1525,16/06/2017,1,25,8,15,4,19,22,21,12,14,18,2,20,10,5,18187784,3,417,14860,159281,815723,"462573,29","1462,79",20,8,4,0,1700000,"47267559,89"
1526,19/06/2017,8,11,10,18,21,7,17,25,13,20,15,23,22,5,9,21417458,7,589,21243,240559,1098690,"165114,45","862,55",20,8,4,0,1700000,"47534283,23"
1527,21/06/2017,14,10,9,3,2,15,25,22,5,21,1,24,20,6,7,21070566,1,293,10671,154254,852408,"1945969,06","2043,55",20,8,4,0,1700000,"47983353,03"
1528,23/06/2017,21,18,23,8,9,1,5,20,2,6,10,24,17,25,4,20670296,0,246,10465,147891,856773,0,"2356,61",20,8,4,"1884111,74",4800000,"48418148,05"
1529,26/06/2017,19,21,8,5,3,20,24,4,11,13,16,18,17,14,2,28688292,3,367,14577,215162,1207332,"1476461,28","2133,95",20,8,4,0,1700000,"49005518,54"
1530,28/06/2017,7,15,5,4,2,22,12,9,20,10,24,18,23,14,16,21444734,41,1719,27240,220736,960961,"34864,17","365,51",20,8,4,0,1700000,"49335387,2"
1531,30/06/2017,22,13,11,23,1,3,24,4,15,8,14,19,10,2,7,22483898,1,534,19757,227784,1128762,"1371437,5","1128,89",20,8,4,0,1700000,"49651872,78"
1532,03/07/2017,1,25,13,3,17,12,22,9,10,8,20,18,11,2,14,22544940,3,505,16133,197783,1011034,"579974,79","1514,45",20,8,4,0,1700000,"50053393,79"
1533,05/07/2017,1,19,4,15,14,16,11,6,20,7,21,13,3,12,24,23351764,2,323,12502,166823,925155,"1100549,01","2096,78",20,8,4,0,1700000,"50561339,5"
1534,07/07/2017,10,11,9,4,5,21,17,13,24,16,8,1,12,19,14,24031176,1,357,13908,186284,1034775,"2051963,67","1768,55",20,8,4,0,1700000,"51034869,58"
1535,10/07/2017,15,22,7,8,5,17,25,3,24,4,18,23,13,12,21,21625112,5,650,19738,219185,1079157,"264761,12","895,21",20,8,4,0,1700000,"51340363,18"
1536,12/07/2017,3,9,12,13,20,6,1,19,25,7,10,8,5,23,11,22758330,1,388,15719,216487,1172324,"1424150,3","1613,4",20,8,4,0,1700000,"51669013,25"
1537,14/07/2017,18,22,20,21,24,13,14,17,4,10,3,11,1,15,2,23033088,1,525,18492,211518,1088193,"1624314,63","1359,97",20,8,4,0,1700000,"52043855,1"
1538,17/07/2017,21,13,8,19,23,10,15,2,18,7,5,17,9,14,4,21901732,1,684,21685,231951,1135250,"1212090,69","778,92",20,8,4,0,1700000,"52323568,34"
1539,19/07/2017,4,16,21,13,20,14,18,12,17,19,8,1,3,25,11,21696378,2,245,10488,147904,902231,"1001752,59","2516,18",20,8,4,0,1700000,"52785915,7"
1540,21/07/2017,22,10,23,15,2,9,11,7,19,3,14,16,17,1,12,22288570,2,457,15649,185820,961747,"913505,11","1757,28",20,8,4,0,1700000,"53207533,45"
1541,24/07/2017,18,19,3,20,2,11,13,4,25,22,15,5,21,7,14,22029674,1,323,12983,175957,1043856,"1686669,31","1606,74",20,8,4,0,1700000,"53596764,83"
1542,26/07/2017,16,7,11,24,17,2,10,8,22,3,5,21,20,13,15,21893648,17,1076,22939,210877,997019,"89845,56","623,95",20,8,4,0,1700000,"53949235,9"
1543,28/07/2017,13,7,9,12,25,23,6,19,20,8,24,2,15,17,1,22320434,4,440,15626,181790,981572,"453023,02","1810,28",20,8,4,0,1700000,54367411
1544,31/07/2017,9,12,22,24,8,17,23,2,11,14,16,4,7,1,21,22178914,2,480,16574,167962,891221,"995162,35","1822,64",20,8,4,0,1700000,"54826716,7"
1545,02/08/2017,16,20,7,17,11,3,8,23,10,15,12,22,5,25,24,22726102,2,496,16628,205397,1009896,"872754,17","1546,88",20,8,4,0,1700000,"55229526,32"
1546,04/08/2017,20,22,1,25,3,8,15,19,11,14,18,10,6,24,7,24039372,1,400,15773,186784,1008447,"2082705,71","1602,08",20,8,4,0,1700000,"55710150,72"
1547,07/08/2017,17,8,25,19,11,6,18,13,21,5,9,2,1,15,10,22672394,7,691,20459,233487,1093018,"206646,18","920,16",20,8,4,0,1700000,"56043963,78"
1548,09/08/2017,4,11,9,14,2,10,18,3,17,15,21,20,22,23,12,23873316,3,503,17341,199393,1051216,"637315,94","1670,8",20,8,4,0,1700000,"56485182,51"
1549,11/08/2017,1,5,13,11,23,10,3,18,7,24,20,2,8,25,4,24317506,5,756,24997,280620,1351401,"217577,39","632,52",20,8,4,0,1700000,"56736233,35"
1550,14/08/2017,14,20,24,8,17,22,23,4,13,16,15,3,5,7,25,23019028,1,731,25237,210990,1040070,"1649667,73","991,96",20,8,4,0,1700000,"57116925,91"
1551,16/08/2017,1,7,5,14,17,22,20,23,25,13,3,19,15,11,8,22294526,13,1796,39496,328748,1228495,"46572,15","148,17",20,8,4,0,1700000,"57256642,37"
1552,18/08/2017,19,24,21,7,14,15,12,22,8,3,2,16,25,9,20,23809732,6,492,14875,178279,965407,"359145,75","1347,64",20,8,4,0,1700000,"57753921,1"
1553,21/08/2017,19,11,4,12,22,17,21,8,18,2,1,13,15,9,25,22057154,10,715,17153,198753,995398,"165935,86","1020,12",20,8,4,0,1700000,"58136850,01"
1554,23/08/2017,14,3,8,5,13,16,7,1,18,10,9,24,25,19,4,21967954,1,396,15241,189771,1006231,"1672142,44","1856,07",20,8,4,0,1700000,"58522729,04"
1555,25/08/2017,23,10,12,22,9,16,20,14,6,25,13,18,2,1,8,22438898,6,666,18577,192620,921506,"313083,77","1239,81",20,8,4,0,1700000,"58956229,65"
1556,28/08/2017,1,15,19,6,8,23,16,12,21,5,17,2,25,3,22,21359894,2,352,14066,163895,859129,"962407,97","1682,53",20,8,4,0,80000000,"59400417,96"
1557,07/09/2017,5,6,3,9,16,24,21,17,20,25,18,4,12,2,22,245787050,15,3369,133713,1704422,9530997,5905591,"2165,59",20,8,4,0,2000000,0
1558,11/09/2017,18,25,5,15,9,21,14,1,11,16,17,2,22,6,4,31420152,1,464,15432,197287,1177008,"3196576,25","2119,74",20,8,4,0,1700000,"737671,46"
1559,13/09/2017,7,16,25,19,23,6,18,20,5,4,11,14,9,3,10,25609662,1,306,13415,183053,1038271,"2373187,46","2386,31",20,8,4,0,1700000,"1285330,1"
1560,15/09/2017,2,1,24,17,18,8,3,4,20,9,7,11,25,5,14,25285590,3,448,18121,231295,1187773,"606249,54","1784,48",20,8,4,0,1700000,"1705041,33"
1561,18/09/2017,7,20,22,16,6,15,8,12,13,21,25,18,3,5,24,24074352,4,694,21578,227295,1158073,"404250,07","1024,16",20,8,4,0,1700000,"2078195,24"
1562,20/09/2017,8,2,12,17,6,14,18,9,3,7,16,5,4,11,1,23718584,9,1246,21768,211804,909389,"228232,44","724,63",20,8,4,0,1700000,"2552216,48"
1563,22/09/2017,23,12,9,20,5,17,18,1,3,6,13,2,21,22,10,24767548,3,484,15869,203418,1106799,"661969,53","1803,56",20,8,4,0,1700000,"3010503,08"
1564,25/09/2017,18,16,17,21,6,8,24,9,12,3,20,11,19,13,4,23481030,1,294,11240,157925,934325,"2253777,85","2358,75",20,8,4,0,1700000,"3530605,67"
1565,27/09/2017,25,13,3,18,10,24,6,17,12,1,11,9,7,15,8,22800772,0,302,12215,175155,1069813,0,"1835,38",20,8,4,"1801426,43",4500000,"3946319,47"
1566,29/09/2017,7,1,24,19,13,23,14,4,9,15,5,2,16,25,8,32759786,4,888,27963,301603,1524881,"1033839,97","1155,29",20,8,4,0,1700000,"4484919,5"
1567,02/10/2017,11,19,14,3,21,7,9,10,18,2,24,12,17,15,5,23995586,4,1007,25132,234673,1144493,"391745,7","683,99",20,8,4,0,1700000,"4846530,92"
1568,04/10/2017,4,22,10,1,19,13,7,3,2,6,17,24,11,21,16,25106350,7,461,16727,186336,1001823,"328308,66","1533,9",20,8,4,0,1700000,"5376875,69"
1569,06/10/2017,12,16,4,13,24,21,2,23,10,20,18,9,14,8,25,25777738,3,907,27102,264669,1182057,"574338,06","835,02",20,8,4,0,1700000,"5774494,35"
1570,09/10/2017,20,7,11,3,16,1,19,13,18,9,24,8,25,23,21,24196610,2,517,21036,248012,1193609,"752980,58","1280,38",20,8,4,0,1700000,"6122023,85"
1571,11/10/2017,19,1,3,17,14,6,24,11,7,5,18,4,23,25,12,24382116,1,478,17195,189481,1074180,"2007916,93","1846,44",20,8,4,0,1700000,"6585389,3"
1572,13/10/2017,24,9,23,19,5,21,16,8,13,10,22,4,6,18,2,20353318,1,321,13173,162129,867866,"1724932,85","1653,43",20,8,4,0,1700000,"6983450,73"
1573,16/10/2017,19,18,17,11,23,6,8,2,10,13,7,12,14,15,16,22259988,4,334,19274,140227,852031,"538506,71","1984,36",20,8,4,0,1700000,"7480533,86"
1574,18/10/2017,7,6,12,1,3,15,21,17,14,5,2,10,11,22,18,23287402,3,449,15503,184478,1006630,"649515,16","1335,31",20,8,4,0,1700000,"7930198,21"
1575,20/10/2017,17,16,22,9,12,11,1,23,5,3,10,25,14,7,6,24257154,2,600,16742,189296,1017738,"1045394,82","1531,71",20,8,4,0,1700000,"8412688,14"
1576,23/10/2017,25,15,11,18,2,12,5,9,1,21,14,8,20,7,16,22406340,6,585,16834,184799,968851,"305040,45","1375,21",20,8,4,0,1700000,"8835051,85"
