concurso,data_sorteio,bola1,bola2,bola3,bola4,bola5,bola6,bola7,bola8,bola9,bola10,bola11,bola12,bola13,bola14,bola15,arrecadacao_total,ganhadores_15_numeros,ganhadores_14_numeros,ganhadores_13_numeros,ganhadores_12_numeros,ganhadores_11_numeros,valor_rateio_15_numeros,valor_rateio_14_numeros,valor_rateio_13_numeros,valor_rateio_12_numeros,valor_rateio_11_numeros,acumulado_15_numeros,estimativa_premio,valor_acumulado_especial
591,13/12/2010,20,7,2,16,14,11,8,21,17,19,1,10,23,4,15,17905920,3,796,24433,242703,1214464,"543400,89","1253,87","12,5",5,"2,5",0,1500000,0
592,16/12/2010,19,16,18,22,20,5,8,17,1,9,3,14,15,6,10,"17841922,5",0,315,14618,190335,1147118,0,"2567,78","12,5",5,"2,5","1887316,13",3900000,0
593,20/12/2010,23,24,15,14,6,10,11,25,13,3,4,5,1,9,20,"21962933,75",4,622,22988,295679,1649560,"934664,56","1275,61","12,5",5,"2,5",0,1500000,0
594,23/12/2010,11,2,23,18,25,20,7,14,13,16,9,6,15,3,10,"17492418,75",4,627,24729,241352,1268817,"368981,88","1441,19","12,5",5,"2,5",0,1000000,0
595,27/12/2010,6,8,7,21,17,19,25,10,24,15,12,11,5,1,9,"15604147,5",3,441,17892,227692,1213860,"403768,38","1177,17","12,5",5,"2,5",0,1500000,0
596,30/12/2010,11,19,8,10,25,22,20,12,17,7,23,9,3,18,2,"17221717,5",7,570,21506,266520,1246576,"200409,07","1054,79","12,5",5,"2,5",0,1200000,0
597,03/01/2011,5,1,14,16,8,3,17,10,25,2,18,9,11,22,24,"14817326,25",5,423,16975,175807,973590,"293731,66",1488,"12,5",5,"2,5",0,1500000,0
598,06/01/2011,5,14,3,19,1,7,12,18,22,25,11,21,15,4,20,17958260,2,367,15591,215022,1217684,"879761,64","2054,72","12,5",5,"2,5",0,1500000,0
599,10/01/2011,12,5,24,16,9,20,2,23,21,13,6,18,7,22,4,"17844896,25",2,880,25267,242911,1212629,"806835,12","1122,68","12,5",5,"2,5",0,1300000,0
600,13/01/2011,9,11,25,17,16,18,10,19,5,6,8,22,1,23,3,"17975823,75",1,446,18792,264016,1311553,"1508680,72","1449,73","12,5",5,"2,5",0,1500000,0
601,17/01/2011,12,9,13,10,25,16,14,3,20,1,7,19,11,5,6,18226795,1,412,17057,233981,1391101,"1549579,97","1611,91","12,5",5,"2,5",0,1600000,0
602,20/01/2011,9,18,25,12,5,7,10,1,8,6,11,2,23,22,13,"17444588,75",3,380,15543,202872,1287103,"531250,27","1797,46","12,5",5,"2,5",0,1300000,0
603,24/01/2011,8,6,23,13,22,12,19,20,2,15,4,21,16,5,10,"17852702,5",9,1056,25773,261450,1219712,"173128,62","903,38","12,5",5,"2,5",0,1300000,0
604,27/01/2011,15,1,7,25,9,12,13,18,14,2,24,22,6,19,20,17009950,3,506,18012,211005,1136698,"549733,2","1396,84","12,5",5,"2,5",0,1500000,0
605,31/01/2011,5,21,25,2,18,4,14,23,7,11,3,13,16,17,10,"16825062,5",2,672,22418,238557,1242808,"692423,3","1261,7","12,5",5,"2,5",0,1500000,0
606,03/02/2011,3,25,14,16,6,2,18,8,22,12,24,10,7,23,15,"17796427,5",2,534,21419,252623,1205679,"805752,09","1293,35","12,5",5,"2,5",0,1300000,0
607,07/02/2011,20,19,16,17,25,9,22,24,12,21,15,3,18,5,7,"17785061,25",3,523,19073,242004,1275101,"521465,47","1281,94","12,5",5,"2,5",0,1300000,0
608,10/02/2011,19,13,10,18,25,23,1,14,8,3,16,7,5,2,17,17846505,3,577,22142,288028,1426372,"420262,01","1337,79","12,5",5,"2,5",0,1500000,0
609,14/02/2011,23,14,19,4,11,1,7,16,20,12,9,2,25,15,10,18265415,2,776,24054,258435,1294077,"786997,78","1241,84","12,5",5,"2,5",0,1500000,0
610,17/02/2011,10,22,2,16,13,1,25,21,14,7,15,4,6,8,12,"17676073,75",2,333,16464,193384,1130653,"926468,2","2384,73","12,5",5,"2,5",0,1100000,0
611,21/02/2011,13,6,18,4,16,8,2,3,14,9,23,5,21,19,20,"18059522,5",2,513,19827,228178,1252332,"840371,73","1404,13","12,5",5,"2,5",0,1300000,0
612,24/02/2011,9,23,2,15,3,10,25,7,18,1,19,6,17,13,16,"17388851,25",3,529,20136,283214,1383199,"413013,65","1434,01","12,5",5,"2,5",0,1200000,0
613,28/02/2011,2,10,5,13,7,22,6,25,20,23,16,12,11,14,17,"18022913,75",1,550,18083,220899,1226595,"1732890,56","1350,3","12,5",5,"2,5",0,1400000,0
614,03/03/2011,16,1,18,6,22,5,12,9,7,11,20,19,17,23,13,"18406226,25",1,425,16100,234811,1334543,"1661393,86","1675,36","12,5",5,"2,5",0,1000000,0
615,05/03/2011,19,7,11,17,1,8,2,23,4,20,24,22,25,21,12,"9204536,25",0,242,9713,116484,624296,0,"1550,86","12,5",5,"2,5","875720,65",2600000,0
616,10/03/2011,9,6,16,15,1,22,2,25,21,18,10,17,24,12,19,"18926433,75",2,343,15129,207683,1239087,"1419332,3","2452,66","12,5",5,"2,5",0,1500000,0
617,14/03/2011,14,3,19,22,24,21,4,2,15,5,25,10,16,7,1,"18511731,25",0,327,13164,185941,1177952,0,"2639,17","12,5",5,"2,5","2013689,11",4000000,0
618,17/03/2011,2,22,4,12,9,1,20,7,19,6,5,21,24,17,13,23159470,6,1435,34894,357814,1689262,"641554,45","783,17","12,5",5,"2,5",0,1500000,0
619,21/03/2011,19,21,8,17,14,3,1,7,18,9,13,20,25,4,23,18888180,6,1203,34886,333691,1516821,"197456,25","602,95","12,5",5,"2,5",0,1500000,0
620,24/03/2011,10,16,18,21,14,7,6,12,20,1,5,11,15,22,19,"17993913,75",3,450,16122,213960,1171772,"607601,77",1736,"12,5",5,"2,5",0,1500000,0
621,28/03/2011,3,2,9,25,16,22,5,10,24,8,12,20,15,6,1,"18107711,25",3,700,25271,269094,1261576,"515408,29","1352,38","12,5",5,"2,5",0,1500000,0
622,31/03/2011,3,13,17,5,7,11,10,15,6,9,2,4,21,18,12,"17831217,5",5,2177,18926,275820,1304035,"291391,81","409,74","12,5",5,"2,5",0,1300000,0
623,04/04/2011,2,11,5,15,8,3,20,10,1,4,9,23,25,12,22,"19257096,25",2,475,18049,250782,1419371,"844970,17","1524,76","12,5",5,"2,5",0,1600000,0
624,07/04/2011,24,18,5,7,4,21,2,20,12,11,17,1,9,6,16,"19187226,25",6,491,18521,251634,1273538,"308089,47","1613,5","12,5",5,"2,5",0,1500000,0
625,11/04/2011,3,14,23,16,24,13,6,15,11,2,10,8,17,22,1,19122860,3,546,18552,228447,1243048,"642873,99","1513,83","12,5",5,"2,5",0,1500000,0
626,14/04/2011,9,2,11,7,24,8,19,5,17,13,1,3,23,21,4,"18190837,5",5,1355,44982,395051,1581102,"148682,17","335,9","12,5",5,"2,5",0,1500000,0
627,18/04/2011,23,25,6,10,2,17,1,14,15,3,21,4,22,12,24,"18791143,75",4,320,14807,216494,1245786,"476485,44","2552,6","12,5",5,"2,5",0,1600000,0
628,20/04/2011,19,10,13,7,8,18,2,25,9,4,22,15,3,11,23,"11499612,5",4,673,19084,200567,980620,"167714,18","610,29","12,5",5,"2,5",0,1400000,0
629,25/04/2011,7,21,12,17,25,1,2,14,9,19,6,5,15,22,4,"16064847,5",8,1332,31880,290092,1271027,"125261,15","460,6","12,5",5,"2,5",0,1500000,0
630,28/04/2011,6,22,20,13,2,17,18,7,24,12,1,14,25,4,23,"18093281,25",2,638,21857,246268,1306143,"782676,15","1502,16","12,5",5,"2,5",0,1500000,0
631,02/05/2011,16,2,10,17,9,3,13,18,14,20,7,21,19,8,5,"19423947,5",3,450,17567,246877,1322228,"619149,6",1769,"12,5",5,"2,5",0,1600000,0
632,05/05/2011,24,10,13,6,16,25,11,21,8,22,17,14,1,20,4,19175585,4,762,21365,229826,1156578,506328,"1139,09","12,5",5,"2,5",0,1600000,0
633,09/05/2011,22,2,8,7,12,23,20,24,6,3,25,9,21,10,18,19343490,2,388,15770,204945,1230298,"1033224,45","2282,53","12,5",5,"2,5",0,1500000,0
634,12/05/2011,21,9,15,20,5,22,3,19,12,4,10,18,2,11,14,"19057636,25",3,661,22824,226188,1264483,"622554,76","1210,93","12,5",5,"2,5",0,1600000,0
635,16/05/2011,1,4,11,19,5,8,18,9,24,7,13,6,20,22,12,19323945,2,593,19681,253091,1313774,"909031,24","1313,95","12,5",5,"2,5",0,1500000,0
636,19/05/2011,3,1,4,13,6,21,19,20,25,12,10,16,23,14,2,"18490957,5",3,576,18740,229516,1271739,"584469,17","1304,62","12,5",5,"2,5",0,1500000,0
637,23/05/2011,18,2,9,7,25,19,22,13,6,4,20,23,16,17,21,"18934031,25",2,464,17743,224856,1262268,"939050,68","1734,7","12,5",5,"2,5",0,1600000,0
638,26/05/2011,2,3,18,4,21,24,14,13,19,9,11,1,16,23,25,"18027241,25",2,526,21710,236658,1330081,"773114,35","1259,83","12,5",5,"2,5",0,1500000,0
639,30/05/2011,21,22,12,4,10,8,6,19,2,16,9,20,1,5,24,"18575582,5",5,492,19883,262917,1264562,"338323,82","1473,54","12,5",5,"2,5",0,1600000,0
640,02/06/2011,1,16,9,21,14,3,18,4,22,5,23,20,11,19,13,"18748852,5",2,466,19194,261859,1323769,"831638,01","1529,69","12,5",5,"2,5",0,1600000,0
641,06/06/2011,11,2,18,19,24,16,9,21,22,6,13,3,7,8,20,"19364543,75",1,495,20270,239817,1348492,"1813203,5","1569,87","12,5",5,"2,5",0,1300000,0
642,09/06/2011,18,13,8,10,12,25,2,5,21,20,1,4,11,19,22,"19033097,5",4,842,24625,278466,1446550,"375056,78","1090,86","12,5",5,"2,5",0,1600000,0
643,13/06/2011,24,10,19,8,16,13,2,9,17,7,21,22,4,23,1,"19199963,75",3,447,19976,255454,1434460,"545294,64","1568,44","12,5",5,"2,5",0,1600000,0
644,16/06/2011,12,9,6,21,7,5,18,24,8,13,15,14,3,2,22,"18873666,25",2,568,20049,248830,1430441,"793104,27","1196,84","12,5",5,"2,5",0,1600000,0
645,20/06/2011,25,19,23,21,4,11,16,20,9,22,10,8,13,18,5,"19082591,25",4,818,23865,294008,1438491,371838,"1113,23","12,5",5,"2,5",0,1300000,0
646,24/06/2011,1,17,23,6,25,15,5,3,9,21,18,19,14,10,20,"14887541,25",0,503,17721,220793,1104937,0,"1470,5","12,5",5,"2,5","1208118,21",3500000,0
647,27/06/2011,19,9,14,20,22,18,6,23,4,8,11,7,17,13,25,"19174908,75",3,523,19995,253649,1373952,"972342,03","1400,36","12,5",5,"2,5",0,1600000,0
648,30/06/2011,20,8,9,22,13,19,2,21,6,10,15,16,4,11,18,18443550,11,1810,40540,359672,1392519,"103892,67","386,56","12,5",5,"2,5",0,1600000,0
649,04/07/2011,1,14,2,11,17,24,9,8,6,21,15,4,5,10,22,20055535,2,448,17292,224449,1323044,"1024655,84","1960,44","12,5",5,"2,5",0,1600000,0
650,07/07/2011,16,19,24,1,25,14,13,23,8,3,20,10,21,17,7,19784355,7,690,24105,283145,1409638,"242743,91","1507,72","12,5",5,"2,5",0,1600000,0
651,11/07/2011,13,5,15,10,14,25,18,6,4,20,1,24,8,17,19,18956600,6,415,16114,220498,1262606,"317201,67","1965,45","12,5",5,"2,5",0,1600000,0
652,14/07/2011,17,7,2,21,20,13,19,5,9,16,11,14,10,23,18,"19378307,5",8,825,34507,304760,1526942,"168907,38","1002,78","12,5",5,"2,5",0,1600000,0
653,18/07/2011,16,3,20,1,19,17,22,13,12,23,14,21,7,8,2,"19678717,5",5,777,22874,280435,1377295,"346044,31","1363,34","12,5",5,"2,5",0,1600000,0
654,21/07/2011,25,20,12,13,16,3,7,19,22,17,14,1,2,18,23,19180050,2,814,47662,264054,1422803,"727610,86","1094,53","12,5",5,"2,5",0,1600000,0
655,25/07/2011,20,13,21,19,11,25,5,14,8,2,15,7,24,10,23,19679015,1,667,25036,285756,1478659,"1579836,12","1450,14","12,5",5,"2,5",0,1600000,0
656,28/07/2011,3,18,8,14,15,5,22,9,20,7,25,11,23,2,13,"19064847,5",11,1450,34748,327871,1554860,"108304,55","503,03","12,5",5,"2,5",0,1700000,0
657,01/08/2011,13,25,19,17,8,23,5,15,2,10,4,6,24,12,3,20391485,9,1799,34632,329281,1545390,"165150,47","505,84","12,5",5,"2,5",0,1800000,0
658,04/08/2011,6,4,17,7,23,24,14,25,9,21,11,15,1,5,10,"20202058,75",0,494,20320,268288,1405228,0,"1608,7","12,5",5,"2,5","1854288,48",4000000,0
659,08/08/2011,23,3,8,12,10,24,6,9,20,1,15,11,4,5,19,25567515,6,663,24827,316959,1777295,"710540,18","1557,18","12,5",5,"2,5",0,1800000,0
660,11/08/2011,17,5,15,16,4,9,3,7,6,12,19,24,14,8,25,"20750801,25",0,611,21890,253608,1343439,0,"1455,24","12,5",5,"2,5","2074690,1",4600000,0
661,15/08/2011,1,7,20,22,3,15,24,6,23,17,10,19,18,11,12,"25171296,25",0,576,20131,269743,1619717,0,"1979,88","12,5",5,"2,5","4735656,05",7000000,0
662,18/08/2011,7,14,13,2,8,15,1,9,6,3,19,16,22,11,20,"33445582,5",8,741,27285,378957,2273297,"1008663,25","1928,08","12,5",5,"2,5",0,1800000,0
663,22/08/2011,13,4,21,19,2,6,24,17,9,16,22,5,23,11,7,"21499566,25",8,1314,34032,354983,1576910,"203431,69","758,29","12,5",5,"2,5",0,1700000,0
664,25/08/2011,18,15,1,23,24,20,7,21,13,3,10,16,4,17,14,"20682888,75",3,709,23073,266563,1372907,"661652,63","1199,85","12,5",5,"2,5",0,2000000,0
665,29/08/2011,21,3,13,2,17,7,15,22,24,14,20,6,18,12,25,"20585658,75",4,495,18564,244730,1346151,"519467,64","1799,03","12,5",5,"2,5",0,1800000,0
666,01/09/2011,12,24,11,6,7,14,4,16,1,25,2,18,15,20,21,"20593937,5",3,564,18649,233643,1254042,"739710,75","1686,27","12,5",5,"2,5",0,1700000,0
667,05/09/2011,13,15,10,4,17,25,8,6,24,3,20,19,21,18,5,20717900,0,543,28877,289600,1464384,0,"1411,57","12,5",5,"2,5","1788460,1",4000000,0
668,08/09/2011,11,25,15,1,13,9,20,24,23,10,17,7,12,16,2,23795260,0,1182,24993,315339,1719747,0,"1087,81","12,5",5,"2,5","3888596,9",6300000,0
669,13/09/2011,15,16,25,19,2,23,4,5,22,6,18,17,12,13,24,"32036362,5",3,1441,31327,422759,2267424,"2264469,72","1234,18","12,5",5,"2,5",0,1500000,0
670,15/09/2011,1,18,21,20,14,7,25,10,22,15,8,12,23,17,13,"21563226,25",1,545,23349,283376,1587363,"1869250,25","1469,92","12,5",5,"2,5",0,1800000,0
671,19/09/2011,10,9,18,20,8,13,5,19,12,11,7,4,14,22,24,"21943457,5",5,627,28972,299696,1626828,"365698,86","1249,83","12,5",5,"2,5",0,1800000,0
672,22/09/2011,11,21,24,19,4,10,15,1,9,2,6,17,23,12,25,"21000068,75",18,1852,40833,376528,1590546,"78253,87","465,65","12,5",5,"2,5",0,1700000,0
673,26/09/2011,2,17,4,15,10,13,11,9,12,14,20,8,5,19,7,"21624552,5",6,935,28361,384735,1602321,"264187,73","1037,95","12,5",5,"2,5",0,1500000,0
674,29/09/2011,10,3,14,11,23,2,16,22,20,24,18,19,25,15,8,"20870623,75",3,466,18545,249044,1424551,"677614,26","1869,57","12,5",5,"2,5",0,1500000,0
675,03/10/2011,13,7,5,2,11,22,23,15,4,17,24,14,3,10,16,"21438686,25",0,447,19841,264790,1484860,0,"1951,08","12,5",5,"2,5","2034976,12",4500000,0
676,06/10/2011,25,15,19,24,6,12,21,16,5,8,13,4,10,2,20,"26809987,5",27,1898,44001,437502,1926601,"152453,75","671,36","12,5",5,"2,5",0,2000000,0
677,10/10/2011,16,12,2,19,25,10,6,1,13,7,5,8,15,23,11,"21765088,75",4,695,25144,307365,1757520,"408645,24","1439,94","12,5",5,"2,5",0,1500000,0
678,13/10/2011,23,2,19,18,3,15,20,12,9,5,21,7,10,25,24,"19627842,5",7,1029,29255,311672,1534522,"201575,83","839,54","12,5",5,"2,5",0,1500000,0
679,17/10/2011,22,11,10,17,15,14,20,2,21,13,19,8,12,7,18,"21204228,75",3,527,22138,299828,1562572,"596431,89","1455,11","12,5",5,"2,5",0,1800000,0
680,20/10/2011,3,6,8,9,19,13,21,4,18,12,20,7,22,16,14,"21701171,25",6,762,25279,288785,1486849,"332843,41","1123,21","12,5",5,"2,5",0,1800000,0
681,24/10/2011,4,18,6,14,15,16,23,11,19,2,8,7,3,10,12,"21267476,25",11,886,22911,271627,1510086,"175599,18","1334,77","12,5",5,"2,5",0,1800000,0
682,27/10/2011,4,18,22,24,19,25,14,2,1,17,5,11,8,7,6,21474290,5,581,20398,252038,1395487,"435993,67","1608,04","12,5",5,"2,5",0,1500000,0
683,31/10/2011,8,15,6,12,9,5,1,4,13,23,10,24,2,7,11,"21348161,25",3,676,74528,268720,1473755,"561489,23","1525,6","12,5",5,"2,5",0,1800000,0
684,03/11/2011,4,8,22,25,1,13,24,20,14,21,11,12,5,10,16,"20160378,75",2,376,18523,223535,1287269,"1055224,81","2405,53","12,5",5,"2,5",0,1800000,0
685,07/11/2011,20,22,1,25,15,4,12,23,3,21,9,19,13,17,24,"22119227,5",6,909,29982,357321,1747870,"261793,8","1057,96","12,5",5,"2,5",0,2000000,0
686,10/11/2011,20,1,6,12,3,24,16,4,13,19,7,10,22,25,23,22223860,8,791,21521,257178,1439934,"283465,87","1228,68","12,5",5,"2,5",0,2000000,0
687,14/11/2011,18,19,13,20,23,1,6,3,24,15,12,25,4,2,9,21234040,3,872,29302,331938,1627018,"531410,14","1119,33","12,5",5,"2,5",0,1700000,0
688,17/11/2011,21,23,7,1,4,14,3,19,2,24,9,12,22,16,11,"20358328,75",3,679,26413,271125,1403679,"615207,4","1164,92","12,5",5,"2,5",0,1600000,0
689,21/11/2011,11,23,13,8,17,7,4,24,2,3,12,5,15,22,6,"21766087,5",5,608,23905,326171,1736438,"324427,21","1143,43","12,5",5,"2,5",0,1800000,0
690,24/11/2011,3,15,24,12,20,1,10,14,25,13,9,2,18,19,11,"21477247,5",13,1000,27745,289566,1507969,"146605,53","1166,86","12,5",5,"2,5",0,1800000,0
691,28/11/2011,22,1,20,6,7,17,9,8,23,3,18,11,19,13,2,21368970,3,702,26133,336843,1620986,"546038,69","1428,67","12,5",5,"2,5",0,1800000,0
692,01/12/2011,4,22,17,12,10,11,24,23,18,2,6,19,1,7,21,"22076208,75",7,618,21487,290590,1508173,"295805,08","1435,95","12,5",5,"2,5",0,1800000,0
693,05/12/2011,6,14,17,7,1,4,2,11,9,22,19,3,10,16,21,22671825,1,611,25967,282885,1440512,"2273428,27","1594,65","12,5",5,"2,5",0,1800000,0
694,08/12/2011,3,16,15,11,10,6,21,8,14,1,9,24,19,18,20,"21392377,5",2,501,20072,241026,1360830,"1116865,64","1910,81","12,5",5,"2,5",0,1800000,0
695,12/12/2011,24,22,13,3,5,21,17,18,19,20,4,11,2,25,14,"22131338,75",1,351,14624,226964,1483823,"2310275,1","2820,85","12,5",5,"2,5",0,1800000,0
696,15/12/2011,5,20,15,4,9,7,22,13,24,16,11,21,1,10,14,"21699778,75",4,700,23639,285765,1425029,"522483,41","1279,56","12,5",5,"2,5",0,1800000,0
697,19/12/2011,3,7,24,19,8,1,11,23,22,14,16,15,2,25,18,"21635683,75",5,677,27928,263866,1462000,"411640,34","1302,94","12,5",5,"2,5",0,1800000,0
698,22/12/2011,4,6,12,22,7,21,20,9,15,3,14,24,10,18,2,21304380,8,1010,28719,306730,1469014,"233535,96","1132,52","12,5",5,"2,5",0,1800000,0
699,26/12/2011,22,18,3,8,4,21,19,6,2,25,23,10,9,16,15,"20293353,75",1,394,16570,225670,1295966,"2135209,04","2322,56","12,5",5,"2,5",0,1800000,0
700,29/12/2011,10,21,25,1,22,18,13,2,16,6,7,14,8,19,9,21526365,0,397,15486,216236,1356770,0,"2543,83","12,5",5,"2,5","2356429,8",4500000,0
701,02/01/2012,17,4,20,21,16,10,19,13,12,3,22,23,25,14,8,"23847843,75",3,597,22320,292350,1622356,"1553302,57","1653,61","12,5",5,"2,5",0,1800000,0
702,05/01/2012,4,14,25,8,23,5,13,3,1,10,2,7,20,6,9,"21805083,75",10,1681,23468,284761,1370498,"218295,49","795,06","12,5",5,"2,5",0,1800000,0
703,09/01/2012,8,24,15,23,2,18,11,21,25,20,17,14,22,5,10,"22158733,75",6,746,23555,287923,1552624,"337975,15","1164,99","12,5",5,"2,5",0,1800000,0
704,12/01/2012,15,17,8,16,11,24,14,22,5,23,2,13,6,3,10,22458780,6,2945,34500,300420,1537665,"335539,66","418,53","12,5",5,"2,5",0,1800000,0
705,16/01/2012,15,21,22,20,12,9,6,14,11,25,7,8,16,3,4,"22415418,75",2,337,14407,202239,1261091,"1353150,73","3441,67","12,5",5,"2,5",0,1800000,0
706,19/01/2012,22,18,21,16,8,1,25,12,19,24,3,13,6,2,4,"21486536,25",4,627,23978,281830,1531310,"480327,17","1313,27","12,5",5,"2,5",0,1800000,0
707,23/01/2012,25,8,11,20,16,7,3,24,17,12,21,15,14,4,6,"21335996,25",3,633,37271,213418,1187296,"798815,02","1622,51","12,5",5,"2,5",0,1800000,0
708,26/01/2012,1,19,14,6,2,16,21,3,24,5,11,25,4,9,22,"20461398,75",5,631,18587,253601,1327971,"410292,82","1393,34","12,5",5,"2,5",0,1800000,0
709,30/01/2012,6,8,20,12,11,7,14,18,3,1,22,15,16,19,23,"21122971,25",4,502,18752,258408,1406084,"521421,25","1780,61","12,5",5,"2,5",0,1800000,0
710,02/02/2012,19,3,17,14,20,25,21,6,4,18,15,12,24,2,22,"20988121,25",2,409,22037,276241,1509467,"933071,51","1955,44","12,5",5,"2,5",0,1800000,0
711,06/02/2012,2,12,18,21,6,4,1,24,10,22,16,5,15,7,13,"20930593,75",5,717,22688,255396,1405971,"405520,04","1211,96","12,5",5,"2,5",0,1500000,0
712,08/02/2012,9,4,20,18,17,16,8,15,22,21,23,12,1,25,14,"11158976,25",1,270,9425,125060,726687,"1070276,11","1219,69","12,5",5,"2,5",0,1200000,0
713,10/02/2012,23,11,22,6,2,13,15,21,25,5,14,3,19,4,24,"17433771,25",2,490,33901,231734,1258455,"670129,89","1202,29","12,5",5,"2,5",0,1800000,0
714,13/02/2012,13,17,7,19,6,10,21,12,15,14,4,11,8,9,22,"18626426,25",3,730,15281,225383,1283742,"556906,33",1006,"12,5",5,"2,5",0,1800000,0
715,15/02/2012,8,15,24,5,20,18,3,25,13,11,22,1,23,10,14,"15070938,75",6,961,28109,296555,1151742,"145645,87","399,7","12,5",5,"2,5",0,1500000,0
716,17/02/2012,21,23,11,18,7,3,12,16,8,20,14,15,25,1,5,17161215,15,2345,39132,318550,1247106,"71421,47","200,81","12,5",5,"2,5",0,1500000,0
717,22/02/2012,5,9,18,21,23,2,1,14,11,8,7,20,16,3,25,14919460,9,1336,47412,238762,1095760,"103212,09","305,62","12,5",5,"2,5",0,1500000,0
718,24/02/2012,22,19,3,14,4,24,9,13,21,11,23,25,7,15,17,"17731932,5",10,1523,42938,374042,1551618,"69135,61","199,53","12,5",5,"2,5",0,1500000,0
719,27/02/2012,18,11,22,24,10,2,15,16,9,23,13,25,8,7,19,"17729807,5",2,493,20869,250657,1300818,"691216,89","1232,58","12,5",5,"2,5",0,1500000,0
720,01/03/2012,4,9,17,16,12,24,7,23,13,18,10,20,11,25,21,12585065,2,246,11285,151789,847742,"573407,99","1434,42","12,5",5,"2,5",0,1500000,0
721,02/03/2012,5,21,15,14,3,9,12,7,19,10,11,8,4,2,1,"17311363,75",2,602,66743,216021,1192772,"619707,88","904,98","12,5",5,"2,5",0,1500000,0
722,05/03/2012,7,1,23,19,6,8,5,20,3,14,10,17,24,13,16,18554390,5,569,21560,228147,1236098,"333697,24","1288,92","12,5",5,"2,5",0,1500000,0
723,07/03/2012,3,14,9,8,20,11,4,5,7,15,24,2,12,10,18,"16914543,75",2,571,19855,316133,1235115,"575346,69","885,81","12,5",5,"2,5",0,1500000,0
724,09/03/2012,7,6,20,12,23,14,18,10,19,1,25,3,24,15,5,18243855,8,786,20495,250020,1301517,"186021,5","832,24","12,5",5,"2,5",0,1500000,0
725,12/03/2012,5,17,13,1,21,16,15,24,7,6,18,10,9,25,12,"18178236,25",1,437,17124,215269,1171154,"1721548,46","1212,15","12,5",5,"2,5",0,1500000,0
726,14/03/2012,10,16,20,25,21,7,13,11,24,2,15,4,9,1,14,"16423067,5",2,616,22517,221979,1118236,"692133,56","987,77","12,5",5,"2,5",0,1500000,0
727,16/03/2012,25,8,23,3,24,16,11,20,6,21,9,18,22,7,4,17543970,2,334,12284,186038,1088773,"891124,77","1641,87","12,5",5,"2,5",0,1500000,0
728,19/03/2012,13,23,11,7,25,16,6,20,10,19,8,22,21,3,4,"17928673,75",2,433,16731,241057,1220737,"779365,57","1582,34","12,5",5,"2,5",0,1500000,0
729,21/03/2012,10,2,14,12,9,22,6,3,25,15,23,17,1,7,4,"16645708,75",0,423,18958,211582,1202030,0,"1431,36","12,5",5,"2,5","1377438,6",3500000,0
730,23/03/2012,22,24,21,19,4,1,20,12,18,16,8,11,3,14,25,22176270,2,732,26053,300629,1609108,"1578295,6","1068,36","12,5",5,"2,5",0,1500000,0
731,26/03/2012,4,7,18,8,6,21,24,14,22,17,3,12,15,19,11,"18426406,25",8,930,24643,274479,1313279,"179014,93","676,88","12,5",5,"2,5",0,1500000,0
732,28/03/2012,25,14,1,11,13,24,20,8,23,9,10,4,22,17,21,"16519758,75",2,396,16013,196288,1148094,"732554,09","1626,27","12,5",5,"2,5",0,1500000,0
733,30/03/2012,8,18,11,14,4,22,1,16,24,20,7,5,12,6,19,"17603521,25",4,561,21732,260784,1169639,"369602,29","1158,37","12,5",5,"2,5",0,1500000,0
734,02/04/2012,24,15,2,3,19,20,23,8,9,21,13,17,6,18,10,"18870583,75",7,657,24012,266496,1376141,"210189,59","984,37","12,5",5,"2,5",0,1500000,0
735,04/04/2012,8,20,22,5,11,24,13,21,19,14,12,25,17,10,6,17536580,2,438,17967,218084,1212906,"767170,7","1539,8","12,5",5,"2,5",0,1500000,0
736,07/04/2012,4,10,2,17,13,15,21,9,3,23,8,16,6,19,5,"12956078,75",1,468,17577,205306,922208,"978883,23","919,39","12,5",5,"2,5",0,1500000,0
737,09/04/2012,3,7,18,4,16,25,5,10,22,2,12,6,17,14,8,"13434772,5",1,305,13453,174483,917615,"1173561,52","1183,92","12,5",5,"2,5",0,1500000,0
738,11/04/2012,25,23,13,6,14,11,16,18,9,7,2,24,19,20,12,"17484376,25",1,378,14364,203984,1222290,"1565780,93","1274,55","12,5",5,"2,5",0,1500000,0
739,13/04/2012,11,25,14,2,22,20,8,9,10,17,3,21,4,23,24,"17816882,5",4,663,28456,224406,1247457,"369285,47","979,32","12,5",5,"2,5",0,1500000,0
740,16/04/2012,10,21,11,13,24,9,5,22,4,1,19,12,25,14,23,"18143257,5",1,510,18004,241122,1249106,"1562051,68","1346,3","12,5",5,"2,5",0,1500000,0
741,18/04/2012,18,3,14,12,24,5,21,11,2,7,17,13,10,25,16,"16574053,75",2,459,15516,183234,1095199,"784337,68","1502,23","12,5",5,"2,5",0,1500000,0
742,20/04/2012,23,20,1,7,6,5,14,21,8,11,3,15,13,9,19,"16589048,75",4,530,27681,291897,1351826,"240842,17","798,97","12,5",5,"2,5",0,1500000,0
743,23/04/2012,12,11,3,10,2,24,14,17,1,15,21,6,9,22,23,"14434457,5",1,313,12556,161818,932386,"1390898,07","1367,31","12,5",5,"2,5",0,1500000,0
744,25/04/2012,9,3,4,12,10,13,6,16,11,1,19,23,7,15,24,16099825,2,671,19496,214579,1169178,"647798,11","848,72","12,5",5,"2,5",0,1500000,0
